show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s733,TV Show,You: Season 6,Martin Scorsese,"Tom Hanks, Emma Stone",United States,"May 23, 2015",2012,TV-14,6 Seasons,Horror Movies,An emotional journey that resonates with viewers around the world.
s734,Movie,Inception: Part 2,Christopher Nolan,"Scarlett Johansson, Denzel Washington, Meryl Streep, Brad Pitt",United Kingdom,"February 23, 2021",2012,PG-13,89 min,"Documentaries, Horror Movies",A thought-provoking narrative exploring themes of identity and redemption.
s735,Movie,Saving Private Ryan,Denis Villeneuve,"Viola Davis, Ryan Gosling",Italy,"February 19, 2021",2015,G,86 min,"Romantic Movies, Crime TV Shows, Stand-Up Comedy",An emotional journey that resonates with viewers around the world.
s736,Movie,Marriage Story,David Fincher,"Leonardo DiCaprio, Emma Stone",United Kingdom,"June 6, 2021",2020,TV-14,137 min,Crime TV Shows,A thought-provoking narrative exploring themes of identity and redemption.
s737,TV Show,Breaking Bad: Season 1,Alfonso Cuaron,"Brad Pitt, Ryan Gosling",South Korea,"November 18, 2015",2011,TV-14,1 Season,"Documentaries, Thrillers",An emotional journey that resonates with viewers around the world.
s738,TV Show,Narcos: Season 2,Denis Villeneuve,"Denzel Washington, Viola Davis, Scarlett Johansson",Japan,"September 16, 2020",2006,TV-MA,2 Seasons,"Anime Series, International Movies, Drama TV Shows",An award-winning production that redefines storytelling in modern cinema.
s739,TV Show,Outer Banks: Season 4,Quentin Tarantino,"Brad Pitt, Meryl Streep, Scarlett Johansson, Ryan Gosling, Leonardo DiCaprio",United States,"May 21, 2018",2012,TV-MA,4 Seasons,"Children & Family Movies, Thrillers, Anime Series",A visually stunning piece that captivates with its unique perspective.
s740,TV Show,Narcos: Season 2,Spike Lee,"Brad Pitt, Angelina Jolie",United Kingdom,"January 25, 2016",2013,PG-13,2 Seasons,"Anime Series, Stand-Up Comedy, Drama TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s741,Movie,Marriage Story,Martin Scorsese,"Tom Hanks, Denzel Washington",United Kingdom,"April 25, 2018",2014,TV-14,122 min,Anime Series,An emotional journey that resonates with viewers around the world.
s742,Movie,Oxygen,David Fincher,"Meryl Streep, Emma Stone, Tom Hanks, Brad Pitt, Viola Davis",India,"May 27, 2016",2016,TV-Y,141 min,"Thrillers, Action & Adventure, Anime Series",A gripping tale that explores complex characters through unexpected twists.
s743,TV Show,Better Call Saul,Quentin Tarantino,"Denzel Washington, Scarlett Johansson, Viola Davis, Leonardo DiCaprio, Meryl Streep",United States,"February 4, 2021",2021,TV-14,4 Seasons,Documentaries,A gripping tale that explores complex characters through unexpected twists.
s744,Movie,Marriage Story,Quentin Tarantino,"Ryan Gosling, Viola Davis, Brad Pitt, Tom Hanks, Morgan Freeman",United States,"August 10, 2015",2009,TV-MA,128 min,"Documentaries, Reality TV, Stand-Up Comedy",A gripping tale that explores complex characters through unexpected twists.
s745,TV Show,Ozark: Season 5,Sofia Coppola,"Morgan Freeman, Brad Pitt, Ryan Gosling, Meryl Streep, Cate Blanchett",United States,"November 27, 2019",2019,TV-14,5 Seasons,"Dramas, Anime Series, Drama TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s746,Movie,The Old Guard,Spike Lee,"Cate Blanchett, Leonardo DiCaprio, Ryan Gosling, Denzel Washington, Tom Hanks",Turkey,"November 25, 2020",2019,G,174 min,"Documentaries, Reality TV",An award-winning production that redefines storytelling in modern cinema.
s747,Movie,The Old Guard,Quentin Tarantino,"Tom Hanks, Ryan Gosling, Cate Blanchett, Denzel Washington",Canada,"April 2, 2018",2017,TV-MA,100 min,"International Movies, Drama TV Shows",An emotional journey that resonates with viewers around the world.
s748,Movie,Parasite,Ava DuVernay,"Viola Davis, Morgan Freeman, Denzel Washington, Emma Stone, Brad Pitt",United States,"March 9, 2021",2021,TV-MA,134 min,"Comedies, Drama TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s749,Movie,Project Power,Ava DuVernay,"Scarlett Johansson, Cate Blanchett, Angelina Jolie, Leonardo DiCaprio, Brad Pitt",United States,"November 12, 2017",2011,PG-13,109 min,"Drama TV Shows, Documentaries, Dramas",A thought-provoking narrative exploring themes of identity and redemption.
s750,TV Show,The Witcher: Season 3,Ava DuVernay,"Scarlett Johansson, Cate Blanchett, Emma Stone, Denzel Washington, Tom Hanks",United Kingdom,"May 7, 2018",2015,TV-PG,3 Seasons,Horror Movies,A visually stunning piece that captivates with its unique perspective.
s751,TV Show,The Umbrella Academy: Season 3,David Fincher,"Morgan Freeman, Ryan Gosling, Leonardo DiCaprio, Viola Davis",Spain,"December 19, 2021",2011,TV-MA,3 Seasons,"Dramas, Stand-Up Comedy, Anime Series",A visually stunning piece that captivates with its unique perspective.
s752,Movie,Parasite: Part 2,Steven Spielberg,"Meryl Streep, Tom Hanks",United States,"October 11, 2018",2012,TV-Y7,104 min,"International Movies, Anime Series",An emotional journey that resonates with viewers around the world.
s753,Movie,Oxygen: Part 3,Ava DuVernay,"Morgan Freeman, Scarlett Johansson, Leonardo DiCaprio, Meryl Streep",United States,"July 14, 2017",2016,TV-MA,80 min,"Dramas, Drama TV Shows, Children & Family Movies",A visually stunning piece that captivates with its unique perspective.
s754,Movie,Schindlers List,Bong Joon-ho,"Angelina Jolie, Ryan Gosling, Emma Stone, Tom Hanks, Cate Blanchett",United States,"July 11, 2020",2019,R,94 min,"Romantic Movies, Comedies, International Movies",A gripping tale that explores complex characters through unexpected twists.
s755,Movie,The Old Guard,Martin Scorsese,"Emma Stone, Angelina Jolie",United States,"June 12, 2017",2014,G,154 min,Anime Series,An award-winning production that redefines storytelling in modern cinema.
s756,Movie,The Dark Knight,David Fincher,"Emma Stone, Morgan Freeman, Viola Davis",Brazil,"October 20, 2020",2016,TV-PG,93 min,"Crime TV Shows, Reality TV",A visually stunning piece that captivates with its unique perspective.
s757,TV Show,Sweet Tooth: Season 6,David Fincher,"Angelina Jolie, Meryl Streep, Denzel Washington",South Korea,"October 21, 2016",2012,TV-14,6 Seasons,"International Movies, Children & Family Movies",A visually stunning piece that captivates with its unique perspective.
s758,TV Show,Orange Is the New Black,David Fincher,"Viola Davis, Leonardo DiCaprio, Scarlett Johansson, Meryl Streep, Denzel Washington",Italy,"December 5, 2019",2018,TV-MA,4 Seasons,"Horror Movies, Thrillers",A visually stunning piece that captivates with its unique perspective.
s759,Movie,Forrest Gump,Quentin Tarantino,"Denzel Washington, Cate Blanchett, Leonardo DiCaprio, Scarlett Johansson, Emma Stone",United States,"February 12, 2021",2004,TV-MA,107 min,Stand-Up Comedy,A thought-provoking narrative exploring themes of identity and redemption.
s760,Movie,Parasite: Part 3,David Fincher,"Tom Hanks, Brad Pitt, Scarlett Johansson, Morgan Freeman, Viola Davis",United States,"August 19, 2017",2017,TV-MA,173 min,"Anime Series, Kids TV",A visually stunning piece that captivates with its unique perspective.
s761,Movie,Gladiator,Alfonso Cuaron,"Tom Hanks, Denzel Washington",United States,"October 11, 2018",2017,NC-17,85 min,Reality TV,An award-winning production that redefines storytelling in modern cinema.
s762,Movie,Chicago 7: Part 3,Alfonso Cuaron,"Ryan Gosling, Viola Davis, Leonardo DiCaprio, Tom Hanks",India,"September 13, 2018",2003,TV-MA,179 min,"Drama TV Shows, Thrillers",An award-winning production that redefines storytelling in modern cinema.
s763,TV Show,Narcos: Season 1,Guillermo del Toro,"Angelina Jolie, Ryan Gosling, Cate Blanchett",South Korea,"May 11, 2021",2017,TV-14,1 Season,"Thrillers, Documentaries, Crime TV Shows",A visually stunning piece that captivates with its unique perspective.
s764,Movie,Marriage Story,,"Brad Pitt, Ryan Gosling, Scarlett Johansson, Denzel Washington",United Kingdom,"December 9, 2019",2015,TV-PG,161 min,"Children & Family Movies, International Movies, Thrillers",An award-winning production that redefines storytelling in modern cinema.
s765,Movie,Roma,Sofia Coppola,"Ryan Gosling, Leonardo DiCaprio, Scarlett Johansson, Angelina Jolie, Meryl Streep",Canada,"July 27, 2015",2015,TV-14,79 min,Stand-Up Comedy,A gripping tale that explores complex characters through unexpected twists.
s766,Movie,Pulp Fiction: Part 3,,"Brad Pitt, Angelina Jolie",United Kingdom,"February 28, 2017",2015,G,105 min,"Comedies, Thrillers",An emotional journey that resonates with viewers around the world.
s767,TV Show,Shadow and Bone: Season 1,Denis Villeneuve,"Meryl Streep, Emma Stone, Scarlett Johansson, Viola Davis",India,"July 15, 2020",2018,PG-13,1 Season,"Crime TV Shows, Dramas",A visually stunning piece that captivates with its unique perspective.
s768,TV Show,Orange Is the New Black: Season 3,Alfonso Cuaron,"Tom Hanks, Angelina Jolie",South Korea,"November 7, 2018",2010,NC-17,3 Seasons,Action & Adventure,A visually stunning piece that captivates with its unique perspective.
s769,Movie,Schindlers List,Spike Lee,"Emma Stone, Leonardo DiCaprio",United States,"September 3, 2017",2017,TV-Y7,87 min,"Crime TV Shows, Reality TV, Documentaries",An emotional journey that resonates with viewers around the world.
s770,TV Show,Shadow and Bone,Spike Lee,"Scarlett Johansson, Ryan Gosling, Viola Davis",United States,"December 23, 2021",2021,TV-MA,6 Seasons,Comedies,An award-winning production that redefines storytelling in modern cinema.
s771,Movie,Shawshank Redemption: Part 2,Christopher Nolan,"Viola Davis, Morgan Freeman, Cate Blanchett",United States,"May 8, 2021",2020,TV-PG,115 min,"Thrillers, Anime Series, Action & Adventure",A visually stunning piece that captivates with its unique perspective.
s772,Movie,Army of the Dead,Alfonso Cuaron,"Denzel Washington, Ryan Gosling, Emma Stone, Brad Pitt, Angelina Jolie",Mexico,"July 18, 2021",2020,TV-MA,110 min,International Movies,An award-winning production that redefines storytelling in modern cinema.
s773,Movie,Enola Holmes,Bong Joon-ho,"Morgan Freeman, Brad Pitt, Angelina Jolie, Ryan Gosling, Tom Hanks",Mexico,"January 6, 2019",2017,TV-PG,110 min,"Romantic Movies, Action & Adventure",A thought-provoking narrative exploring themes of identity and redemption.
s774,TV Show,The Crown: Season 1,Denis Villeneuve,"Cate Blanchett, Brad Pitt, Angelina Jolie, Emma Stone",India,"May 21, 2020",2013,TV-PG,1 Season,"Dramas, Romantic Movies",A gripping tale that explores complex characters through unexpected twists.
s775,Movie,Thunder Force,Ava DuVernay,"Cate Blanchett, Brad Pitt, Emma Stone, Leonardo DiCaprio, Morgan Freeman",Australia,"September 2, 2021",2021,TV-MA,130 min,"Romantic Movies, International Movies",An award-winning production that redefines storytelling in modern cinema.
s776,Movie,Pulp Fiction,Sofia Coppola,"Cate Blanchett, Angelina Jolie, Leonardo DiCaprio, Viola Davis",United Kingdom,"December 4, 2021",2010,TV-14,120 min,Action & Adventure,A thought-provoking narrative exploring themes of identity and redemption.
s777,Movie,The Godfather: Part 3,Alfonso Cuaron,"Emma Stone, Scarlett Johansson, Morgan Freeman, Meryl Streep, Cate Blanchett",South Korea,"November 20, 2016",2013,TV-14,103 min,"Anime Series, Crime TV Shows, International Movies",An award-winning production that redefines storytelling in modern cinema.
s778,Movie,Enola Holmes,David Fincher,"Meryl Streep, Emma Stone, Denzel Washington",United States,"September 20, 2021",2021,NC-17,85 min,"Romantic Movies, Anime Series",A visually stunning piece that captivates with its unique perspective.
s779,TV Show,The Witcher: Season 3,Christopher Nolan,"Angelina Jolie, Morgan Freeman",India,"May 5, 2018",2018,R,3 Seasons,Anime Series,A visually stunning piece that captivates with its unique perspective.
s780,TV Show,Money Heist,,"Brad Pitt, Meryl Streep, Ryan Gosling",Mexico,"May 8, 2020",2020,TV-MA,5 Seasons,Reality TV,An emotional journey that resonates with viewers around the world.
s781,Movie,Schindlers List,Sofia Coppola,"Scarlett Johansson, Meryl Streep, Morgan Freeman, Ryan Gosling",United Kingdom,"April 5, 2019",2017,TV-PG,89 min,International Movies,An award-winning production that redefines storytelling in modern cinema.
s782,Movie,Goodfellas: Part 3,Bong Joon-ho,"Brad Pitt, Tom Hanks, Morgan Freeman, Ryan Gosling, Leonardo DiCaprio",United States,"July 16, 2019",2019,PG-13,158 min,"Comedies, Romantic Movies",An award-winning production that redefines storytelling in modern cinema.
s783,Movie,Silence of Lambs,Alfonso Cuaron,"Leonardo DiCaprio, Ryan Gosling, Emma Stone, Cate Blanchett, Angelina Jolie",Nigeria,"August 17, 2021",2006,TV-PG,85 min,"Crime TV Shows, Romantic Movies, Stand-Up Comedy",A visually stunning piece that captivates with its unique perspective.
s784,Movie,Black Panther,Quentin Tarantino,"Morgan Freeman, Emma Stone, Denzel Washington, Leonardo DiCaprio, Angelina Jolie",United States,"September 20, 2021",2020,TV-14,79 min,Horror Movies,A visually stunning piece that captivates with its unique perspective.
s785,Movie,Avengers Endgame: Part 3,Spike Lee,"Ryan Gosling, Morgan Freeman, Meryl Streep, Cate Blanchett",South Korea,"June 26, 2017",2009,NC-17,78 min,"International Movies, Romantic Movies",A gripping tale that explores complex characters through unexpected twists.
s786,TV Show,Sweet Tooth,David Fincher,"Brad Pitt, Cate Blanchett, Denzel Washington",United States,"February 14, 2020",2017,TV-MA,5 Seasons,"Horror Movies, Action & Adventure",A visually stunning piece that captivates with its unique perspective.
s787,TV Show,The Crown: Season 5,Alfonso Cuaron,"Ryan Gosling, Viola Davis",United States,"August 21, 2015",2013,TV-PG,5 Seasons,"Reality TV, Dramas, Comedies",An emotional journey that resonates with viewers around the world.
s788,Movie,Roma,Denis Villeneuve,"Leonardo DiCaprio, Ryan Gosling",Japan,"March 27, 2020",2017,TV-MA,101 min,"Action & Adventure, Horror Movies, Documentaries",A visually stunning piece that captivates with its unique perspective.
s789,Movie,Bird Box: Part 2,Denis Villeneuve,"Cate Blanchett, Emma Stone, Scarlett Johansson, Ryan Gosling, Denzel Washington",India,"March 17, 2016",2015,TV-Y7,178 min,"Thrillers, Drama TV Shows, Romantic Movies",An award-winning production that redefines storytelling in modern cinema.
s790,Movie,Project Power,Bong Joon-ho,"Brad Pitt, Scarlett Johansson, Leonardo DiCaprio, Morgan Freeman",Brazil,"March 13, 2021",2018,R,86 min,"Romantic Movies, International Movies",A visually stunning piece that captivates with its unique perspective.
s791,Movie,Avengers Endgame,Sofia Coppola,"Brad Pitt, Angelina Jolie",Canada,"November 9, 2018",2013,R,89 min,Dramas,An award-winning production that redefines storytelling in modern cinema.
s792,Movie,Schindlers List: Part 2,Martin Scorsese,"Brad Pitt, Emma Stone, Leonardo DiCaprio, Ryan Gosling",Canada,"May 20, 2021",2021,PG,88 min,Action & Adventure,A visually stunning piece that captivates with its unique perspective.
s793,Movie,Fight Club,Bong Joon-ho,"Denzel Washington, Tom Hanks, Angelina Jolie, Emma Stone, Brad Pitt",United States,"May 1, 2018",2011,TV-14,118 min,"Dramas, Crime TV Shows, Stand-Up Comedy",A gripping tale that explores complex characters through unexpected twists.
s794,TV Show,Never Have I Ever: Season 5,Denis Villeneuve,"Cate Blanchett, Ryan Gosling, Brad Pitt",United States,"August 4, 2018",2017,PG,5 Seasons,"Drama TV Shows, Dramas, International Movies",A visually stunning piece that captivates with its unique perspective.
s795,Movie,Army of the Dead,,"Emma Stone, Meryl Streep",United States,"May 21, 2021",2021,R,107 min,International Movies,An emotional journey that resonates with viewers around the world.
s796,TV Show,You: Season 6,Steven Spielberg,"Viola Davis, Scarlett Johansson, Tom Hanks",United States,"June 2, 2021",2020,PG,6 Seasons,"Drama TV Shows, Action & Adventure, Children & Family Movies",A visually stunning piece that captivates with its unique perspective.
